seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
lane122s000600_bin.4.o_k141_530521-flag_1-multi_5.2076-len_11632	11632	No terminal repeats	NA	12	11	0.9948	0.0024	0	3.6017	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_480530-flag_0-multi_5.9930-len_8684	8684	No terminal repeats	NA	18	11	0.9948	0.0024	0	5.8302	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000537_shovill_contig00012|provirus_181454_200025	18572	Provirus	181454-200025	28	11	0.9948	0.0024	6	32.0009	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_691629-flag_1-multi_6.0000-len_10917	10917	No terminal repeats	NA	22	11	0.9948	0.0025	0	3.4907	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_128118-flag_1-multi_2.0000-len_2423	2423	No terminal repeats	NA	7	11	0.9947	0.0025	1	9.9484	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003962_megahit_k141_149-flag=1-multi=4.0000-len=2330	2330	No terminal repeats	NA	3	11	0.9946	0.0025	1	2.6374	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000721_shovill_contig00729	1476	No terminal repeats	NA	4	11	0.9946	0.0025	1	5.9844	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_95408-flag_1-multi_4.0000-len_3597	3597	No terminal repeats	NA	8	11	0.9946	0.0025	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_398_length_3348_cov_1.171813	3348	No terminal repeats	NA	3	11	0.9945	0.0025	0	2.9445	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000600_bin.4.o_k141_288235-flag_1-multi_2.0000-len_3484	3484	No terminal repeats	NA	6	11	0.9945	0.0025	0	1.7170	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000519_bin.3.s_NODE_2_length_1032879_cov_58.746783|provirus_308967_326187	17221	Provirus	308967-326187	22	11	0.9944	0.0025	10	24.5233	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_435032-flag_0-multi_3.9953-len_7749	7749	No terminal repeats	NA	10	11	0.9944	0.0025	0	5.8523	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_496_length_2827_cov_2.628000	2827	No terminal repeats	NA	4	11	0.9944	0.0025	1	4.7033	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_204972-flag_0-multi_1.9952-len_2667	2667	No terminal repeats	NA	5	11	0.9944	0.0025	0	2.6682	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane821s003037_bin.1.p_NODE_19_length_84922_cov_13.021262|provirus_9811_25840	16030	Provirus	9811-25840	20	11	0.9944	0.0025	9	26.5673	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_387510-flag_1-multi_2.0000-len_2219	2219	No terminal repeats	NA	4	11	0.9944	0.0025	2	5.4514	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_104832-flag_1-multi_6.0000-len_7895	7895	No terminal repeats	NA	16	11	0.9943	0.0026	1	4.1543	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_276622-flag_1-multi_6.0000-len_3568	3568	No terminal repeats	NA	3	11	0.9943	0.0026	0	2.5192	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_468_length_2977_cov_0.995172	2977	No terminal repeats	NA	4	11	0.9943	0.0026	1	3.9991	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_299_length_4877_cov_1.744792	4877	No terminal repeats	NA	4	11	0.9942	0.0026	0	3.3912	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000528_shovill_contig00001|provirus_675017_703059	28043	Provirus	675017-703059	37	11	0.9941	0.0026	13	46.3485	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000540_bin.2.p_NODE_1_length_1058893_cov_77.315366|provirus_663144_691186	28043	Provirus	663144-691186	37	11	0.9941	0.0026	13	46.3485	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000721_shovill_contig01286	442	No terminal repeats	NA	1	11	0.9941	0.0026	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000601_bin.3.s_NODE_13_length_30293_cov_2.896280	30293	No terminal repeats	NA	54	11	0.9941	0.0026	4	16.9030	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_724_length_2083_cov_1.676969	2083	No terminal repeats	NA	4	11	0.9941	0.0026	1	3.8509	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_58392-flag_1-multi_6.0000-len_3177	3177	No terminal repeats	NA	5	11	0.9940	0.0026	0	7.5805	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_363302-flag_1-multi_5.0000-len_14591	14591	No terminal repeats	NA	17	11	0.9940	0.0026	4	14.0762	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_405_length_4358_cov_1.106050	4358	No terminal repeats	NA	14	11	0.9940	0.0026	0	2.6981	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000520_bin.1.p_NODE_103_length_6500_cov_6.155690	6500	No terminal repeats	NA	11	11	0.9939	0.0027	0	1.7183	Unclassified
lane122s000607_bin.1.p_NODE_652_length_3419_cov_2.952124	3419	No terminal repeats	NA	6	11	0.9938	0.0027	1	3.8977	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_426_length_4278_cov_3.015234	4278	No terminal repeats	NA	7	11	0.9938	0.0027	1	2.9976	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_184605-flag_1-multi_2.0000-len_3762	3762	No terminal repeats	NA	11	11	0.9938	0.0027	0	1.6283	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003976_shovill_contig00019|provirus_15630_45281	29652	Provirus	15630-45281	29	11	0.9938	0.0027	6	15.6001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000603_bin.3.o_k141_105334-flag_1-multi_2.0000-len_2684	2684	No terminal repeats	NA	5	11	0.9938	0.0027	3	4.2237	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_83632-flag_1-multi_5.0000-len_3372	3372	No terminal repeats	NA	7	11	0.9937	0.0027	0	4.6749	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_591861-flag_1-multi_2.0000-len_1838	1838	No terminal repeats	NA	3	11	0.9937	0.0027	1	2.8804	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000517_bin.1.p_NODE_3_length_725817_cov_52.494282|provirus_692291_725815	33525	Provirus	692291-725815	44	11	0.9936	0.0027	11	22.3988	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_569356-flag_1-multi_7.0000-len_13210	13210	No terminal repeats	NA	17	11	0.9936	0.0027	1	12.7604	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_517316-flag_1-multi_1.0000-len_1688	1688	No terminal repeats	NA	4	11	0.9936	0.0027	3	6.6821	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003977_shovill_contig00075	5993	No terminal repeats	NA	7	11	0.9936	0.0027	2	4.2066	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_524827-flag_0-multi_2.9934-len_3775	3775	No terminal repeats	NA	6	11	0.9935	0.0028	0	1.1367	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003971_bin.1.s_NODE_40_length_1900_cov_15.628634	1900	No terminal repeats	NA	3	11	0.9935	0.0028	1	2.1411	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000721_shovill_contig01060	701	No terminal repeats	NA	1	11	0.9935	0.0028	1	1.4839	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_1036_length_2598_cov_3.548195	2598	No terminal repeats	NA	5	11	0.9934	0.0028	1	3.9911	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003996_shovill_contig00001|provirus_4356_34432	30077	Provirus	4356-34432	41	11	0.9933	0.0028	14	53.6442	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000604_bin.1.o_k141_366755-flag_1-multi_4.0000-len_3617	3617	No terminal repeats	NA	7	11	0.9932	0.0028	1	6.3428	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane821s003040_bin.1.o_k141_114-flag_0-multi_889.9372-len_339651|provirus_324049_332280	8232	Provirus	324049-332280	11	11	0.9931	0.0028	3	10.2611	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_675555-flag_1-multi_5.0000-len_5552	5552	No terminal repeats	NA	9	11	0.9931	0.0028	0	3.1980	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_533495-flag_1-multi_2.0000-len_2538	2538	No terminal repeats	NA	4	11	0.9930	0.0028	2	4.5376	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.1.o_k141_563590-flag_1-multi_3.0000-len_2994	2994	No terminal repeats	NA	7	11	0.9930	0.0028	0	6.2035	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_232539-flag_1-multi_2.0000-len_1742	1742	No terminal repeats	NA	2	11	0.9930	0.0028	2	2.7976	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_355057-flag_0-multi_4.0000-len_2641	2641	No terminal repeats	NA	5	11	0.9929	0.0029	0	4.5381	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_90284-flag_1-multi_6.0000-len_5898	5898	No terminal repeats	NA	10	11	0.9928	0.0029	0	2.9426	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000521_bin.1.s_NODE_9_length_232466_cov_105.359729|provirus_218845_232228	13384	Provirus	218845-232228	22	11	0.9928	0.0029	2	7.4375	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003972_shovill_contig00005|provirus_1_15634	15634	Provirus	1-15634	22	11	0.9928	0.0029	10	24.6011	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000522_shovill_contig00002|provirus_817174_834750	17577	Provirus	817174-834750	21	11	0.9925	0.0029	2	9.4165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_402532-flag_1-multi_5.0000-len_4590	4590	No terminal repeats	NA	9	11	0.9925	0.0029	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000523_bin.1.p_NODE_35_length_57300_cov_101.927354|provirus_33529_48887	15359	Provirus	33529-48887	24	11	0.9923	0.0029	2	20.0486	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000601_bin.10.s_NODE_127_length_11326_cov_1.985599	11326	No terminal repeats	NA	22	11	0.9923	0.0029	0	7.2959	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_144_length_5989_cov_2.458559	5989	No terminal repeats	NA	12	11	0.9923	0.0029	1	6.1829	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000541_shovill_contig00006|provirus_232058_265240	33183	Provirus	232058-265240	38	11	0.9922	0.0030	6	13.5720	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003977_shovill_contig00018|provirus_42519_72170	29652	Provirus	42519-72170	29	11	0.9921	0.0030	6	15.6001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003995_shovill_contig00024|provirus_1_15929	15929	Provirus	1-15929	18	11	0.9919	0.0030	3	4.0001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_225265-flag_1-multi_10.0000-len_21806	21806	No terminal repeats	NA	42	11	0.9919	0.0030	0	9.1188	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000600_bin.2.o_k141_141089-flag_1-multi_3.0000-len_1643	1643	No terminal repeats	NA	2	11	0.9918	0.0030	1	3.2848	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_8_length_15929_cov_2.639667	15929	No terminal repeats	NA	20	11	0.9917	0.0030	1	6.8287	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_29340-flag_1-multi_2.0000-len_1653	1653	No terminal repeats	NA	2	11	0.9917	0.0030	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.3.o_k141_321989-flag_0-multi_9.8351-len_7589	7589	No terminal repeats	NA	5	11	0.9915	0.0030	0	3.0459	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_447534-flag_1-multi_1.0000-len_2012	2012	No terminal repeats	NA	2	11	0.9915	0.0030	1	1.1041	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_533_length_2672_cov_1.759923	2672	No terminal repeats	NA	7	11	0.9915	0.0031	0	1.4821	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_499_length_3966_cov_1.894317	3966	No terminal repeats	NA	6	11	0.9914	0.0031	2	5.1100	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_119316-flag_0-multi_22.2752-len_6158	6158	No terminal repeats	NA	16	11	0.9914	0.0031	0	7.1262	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_199867-flag_1-multi_6.0000-len_11756	11756	No terminal repeats	NA	18	11	0.9912	0.0031	0	3.4358	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_1035_length_1506_cov_1.072778	1506	No terminal repeats	NA	2	11	0.9911	0.0031	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_2962_length_615_cov_1.509294	615	No terminal repeats	NA	1	11	0.9911	0.0031	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_431814-flag_0-multi_6.9955-len_16319	16319	No terminal repeats	NA	32	11	0.9911	0.0031	0	12.0601	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000601_bin.1.o_k141_629601-flag_1-multi_3.0000-len_2821	2821	No terminal repeats	NA	11	11	0.9911	0.0031	0	1.3569	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_481240-flag_1-multi_6.0000-len_4352	4352	No terminal repeats	NA	9	11	0.9910	0.0032	2	2.7835	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_490404-flag_1-multi_4.0000-len_4291	4291	No terminal repeats	NA	7	11	0.9907	0.0032	0	1.2594	Unclassified
lane121s003958_shovill_contig00018|provirus_382_28525	28144	Provirus	382-28525	37	11	0.9907	0.0032	0	11.6539	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_86923-flag_1-multi_1.0000-len_2220	2220	No terminal repeats	NA	3	11	0.9907	0.0032	1	3.4277	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003962_megahit_k141_1647-flag=1-multi=5.0000-len=4154	4154	No terminal repeats	NA	7	11	0.9906	0.0032	4	5.1792	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_1768_length_1837_cov_2.805114	1837	No terminal repeats	NA	2	11	0.9906	0.0032	1	3.3917	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane821s003044_shovill_contig00083	11445	No terminal repeats	NA	13	11	0.9906	0.0032	2	5.2243	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_131479-flag_0-multi_7.6716-len_3168	3168	No terminal repeats	NA	6	11	0.9905	0.0033	0	3.1157	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_743_length_3191_cov_1.925498	3191	No terminal repeats	NA	6	11	0.9903	0.0033	0	6.3461	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_412_length_3267_cov_1.804702	3267	No terminal repeats	NA	6	11	0.9900	0.0033	0	4.0531	Unclassified
lane122s000607_bin.1.p_NODE_1045_length_2579_cov_2.009592	2579	No terminal repeats	NA	7	11	0.9899	0.0033	0	2.9636	Unclassified
lane122s000605_bin.2.o_k141_500316-flag_1-multi_1.0000-len_1688	1688	No terminal repeats	NA	4	11	0.9898	0.0033	2	4.1749	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_800_length_3069_cov_2.008021	3069	No terminal repeats	NA	4	11	0.9898	0.0033	0	2.8709	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_591_length_2437_cov_1.961017	2437	No terminal repeats	NA	5	11	0.9895	0.0033	1	2.2982	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_207660-flag_1-multi_5.0000-len_12665	12665	No terminal repeats	NA	22	11	0.9895	0.0034	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_118413-flag_1-multi_2.0000-len_3477	3477	No terminal repeats	NA	6	11	0.9895	0.0034	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003962_megahit_k141_1082-flag=1-multi=4.0000-len=1927	1927	No terminal repeats	NA	3	11	0.9895	0.0034	2	3.7396	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_14_length_12455_cov_2.152448	12455	No terminal repeats	NA	23	11	0.9893	0.0034	1	7.1354	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_375077-flag_1-multi_5.0000-len_2810	2810	No terminal repeats	NA	2	11	0.9892	0.0034	1	1.0958	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_1679_length_1913_cov_1.737473	1913	No terminal repeats	NA	3	11	0.9890	0.0034	1	4.6072	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000544_bin.1.s_NODE_2_length_1020987_cov_112.926153|provirus_265725_326978	61254	Provirus	265725-326978	75	11	0.9890	0.0034	10	37.4605	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003972_shovill_contig00003|provirus_533198_547763	14566	Provirus	533198-547763	17	11	0.9890	0.0035	3	21.7474	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000601_bin.7.o_k141_335457-flag_1-multi_2.0000-len_1809	1809	No terminal repeats	NA	3	11	0.9888	0.0035	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_2442_length_1208_cov_0.432361	1208	No terminal repeats	NA	4	11	0.9888	0.0035	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_288_length_4956_cov_1.546833	4956	No terminal repeats	NA	9	11	0.9887	0.0035	0	3.3763	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_186256-flag_1-multi_3.0000-len_3381	3381	No terminal repeats	NA	5	11	0.9885	0.0035	0	2.0931	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_178938-flag_0-multi_2.9747-len_2039	2039	No terminal repeats	NA	2	11	0.9884	0.0035	2	3.3324	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_409202-flag_1-multi_6.0000-len_4235	4235	No terminal repeats	NA	8	11	0.9884	0.0036	0	5.6666	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_2128_length_1554_cov_5.971564	1554	No terminal repeats	NA	2	11	0.9883	0.0036	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.3.o_k141_550473-flag_1-multi_5.0000-len_4370	4370	No terminal repeats	NA	3	11	0.9880	0.0036	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_2_length_31945_cov_7.627746	31945	No terminal repeats	NA	52	11	0.9879	0.0036	6	22.7465	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000721_shovill_contig00311	3692	No terminal repeats	NA	6	11	0.9879	0.0036	4	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003995_shovill_contig00012|provirus_88881_109615	20735	Provirus	88881-109615	19	11	0.9879	0.0036	4	10.9206	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000607_bin.1.p_NODE_18_length_11172_cov_5.126543	11172	No terminal repeats	NA	17	11	0.9876	0.0037	1	11.0542	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_450240-flag_0-multi_3.9841-len_3167	3167	No terminal repeats	NA	7	11	0.9868	0.0037	0	0.9499	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_511702-flag_0-multi_5.9684-len_3936	3936	No terminal repeats	NA	6	11	0.9868	0.0037	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003960_shovill_contig00045|provirus_14848_27537	12690	Provirus	14848-27537	18	11	0.9867	0.0037	1	12.1252	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_72750-flag_1-multi_5.0000-len_3068	3068	No terminal repeats	NA	3	11	0.9867	0.0037	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.1.o_k141_125519-flag_1-multi_5.9963-len_3389	3389	No terminal repeats	NA	6	11	0.9867	0.0038	2	3.5425	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_17064-flag_1-multi_6.0000-len_4282	4282	No terminal repeats	NA	7	11	0.9863	0.0038	1	3.0884	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.1.o_k141_672770-flag_1-multi_4.0000-len_2799	2799	No terminal repeats	NA	5	11	0.9862	0.0038	0	4.8453	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_42_length_9289_cov_3.513569	9289	No terminal repeats	NA	21	11	0.9861	0.0038	2	8.9050	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_656_length_2242_cov_1.057275	2242	No terminal repeats	NA	3	11	0.9859	0.0038	1	3.3917	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000604_bin.1.o_k141_261273-flag_1-multi_4.0000-len_3096	3096	No terminal repeats	NA	6	11	0.9858	0.0039	0	0.9380	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane121s003962_megahit_k141_356-flag=1-multi=6.0000-len=8203	8203	No terminal repeats	NA	13	11	0.9854	0.0039	7	14.6204	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_67_length_7897_cov_1.739258	7897	No terminal repeats	NA	7	11	0.9854	0.0039	1	1.7183	Unclassified
lane122s000524_shovill_contig00006|provirus_305309_373610	68302	Provirus	305309-373610	60	11	0.9854	0.0039	1	33.4737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000602_bin.1.o_k141_245056-flag_0-multi_24.9417-len_5085	5085	No terminal repeats	NA	17	11	0.9853	0.0039	0	3.9577	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_893_length_1757_cov_1.600595	1757	No terminal repeats	NA	3	11	0.9850	0.0040	1	2.9994	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_419452-flag_1-multi_3.5100-len_5006	5006	No terminal repeats	NA	9	11	0.9850	0.0040	0	4.8630	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_458_length_3023_cov_1.306517	3023	No terminal repeats	NA	2	11	0.9848	0.0040	0	1.2414	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000606_bin.2.s_NODE_519_length_2723_cov_2.201058	2723	No terminal repeats	NA	3	11	0.9848	0.0040	2	5.1499	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
lane122s000605_bin.2.o_k141_287032-flag_1-multi_3.0000-len_1722	1722	No terminal repeats	NA	4	11	0.9847	0.0041	1	3.0306	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
