query	reference	seqid	len	mismatch	gap	query_start	query_end	target_start	target_end	eval	bitscore
ISVch4	lane122s000536_megahit_k141_166-flag=0-multi=620.0000-len=4616_3	24.9	265	182	6	125	388	10	258	2.82E-09	60.5
ISVch4	lane122s000530_shovill_contig00084_1	54	50	23	0	298	347	17	66	4.78E-09	55.5
ISVch4	lane122s000540_bin.1.p_NODE_332_length_707_cov_8.177778_2	26.3	179	114	5	135	308	19	184	1.18E-08	57.4
ISVch4	lane121s003976_shovill_contig00048_16	32.6	92	58	2	266	356	1	89	1.97E-08	54.3
ISVch4	lane121s003977_shovill_contig00046_16	32.6	92	58	2	266	356	1	89	1.97E-08	54.3
ISVch4	lane121s003960_shovill_contig00131_1	34.5	87	57	0	282	368	9	95	2.07E-08	54.3
ISVch4	lane122s000606_bin.2.s_NODE_1351_length_758_cov_3.148311_1	31.8	85	58	0	18	102	3	87	4.06E-08	53.5
ISVch4	lane121s003964_megahit_k141_72-flag=0-multi=331.1835-len=89518_12	33.3	108	58	5	212	309	23	126	6.08E-08	53.9
ISVch4	lane821s003042_shovill_contig00006_64	33.3	108	58	5	212	309	23	126	6.08E-08	53.9
ISVch4	lane122s000601_bin.6.o_k141_399720-flag_1-multi_6.0000-len_3646_4	26.5	151	107	3	225	371	127	277	6.92E-08	57
ISVch4	lane122s000601_bin.2.o_k141_175406-flag_1-multi_4.0000-len_2473_2	25.6	156	111	4	235	386	133	287	8.68E-08	56.6
ISVch4	lane122s000606_bin.1.o_k141_459879-flag_1-multi_3.0000-len_1599_2	39.7	68	41	0	325	392	1	68	1.46E-07	51.2
ISVch4	lane121s003977_shovill_contig00174_1	35.2	71	42	2	242	311	6	73	1.50E-07	51.2
ISVch4	lane122s000600_bin.2.o_k141_106416-flag_1-multi_5.0000-len_2794_4	41.5	65	38	0	325	389	1	65	1.57E-07	51.2
ISVch4	lane122s000600_bin.2.o_k141_173951-flag_1-multi_2.0000-len_1827_3	34.4	90	56	1	13	102	1	87	2.64E-07	51.2
ISVch4	lane122s000537_shovill_contig00009_230	41.7	60	34	1	312	371	5	63	2.97E-07	50.8
ISVch4	lane122s000539_shovill_contig00152_1	35.5	76	49	0	254	329	2	77	4.13E-07	50.1
ISVch4	lane122s000522_shovill_contig00016_3	31.9	91	61	1	197	287	1	90	6.23E-07	50.8
ISVch4	lane121s003977_shovill_contig00156_1	39.7	58	35	0	299	356	23	80	6.88E-07	49.7
ISVch4	lane122s000516_shovill_contig00001_227	37.7	77	47	1	310	386	2	77	1.04E-06	49.3
ISVch4	lane122s000537_shovill_contig00005_374	40	60	35	1	312	371	5	63	1.04E-06	49.3
ISVch4	lane122s000602_bin.1.o_k141_582784-flag_1-multi_2.0000-len_1941_1	31	87	58	1	16	102	3	87	1.26E-06	49.3
ISVch4	lane121s003976_shovill_contig00016_24	37.8	90	53	2	13	102	1	87	1.64E-06	48.9
ISVch4	lane121s003977_shovill_contig00016_72	37.8	90	53	2	13	102	1	87	1.64E-06	48.9
ISVch4	lane122s000521_bin.1.s_NODE_16_length_99005_cov_113.588681_63	23.8	143	106	1	118	260	21	160	1.98E-06	50.4
ISVch4	lane122s000600_bin.4.o_k141_400512-flag_1-multi_4.0000-len_2048_2	37.1	70	44	0	276	345	6	75	3.70E-06	47.4
ISVch4	lane122s000601_bin.6.o_k141_284356-flag_1-multi_5.0000-len_35176_5	40	60	36	0	286	345	7	66	4.05E-06	47
ISVch4	lane121s003976_shovill_contig00006_26	28	82	59	0	21	102	5	86	4.28E-06	47.8
ISVch4	lane121s003977_shovill_contig00009_26	28	82	59	0	21	102	5	86	4.28E-06	47.8
ISVch4	lane122s000530_shovill_contig00079_1	37.3	83	51	1	306	388	1	82	5.32E-06	47.4
ISVch4	lane121s003976_shovill_contig00004_146	35.6	90	55	2	13	102	1	87	5.71E-06	47.4
ISVch4	lane121s003977_shovill_contig00005_53	35.6	90	55	2	13	102	1	87	5.71E-06	47.4
ISVch4	lane121s003976_shovill_contig00063_11	28	82	59	0	21	102	5	86	7.98E-06	47
ISVch4	lane121s003977_shovill_contig00061_10	28	82	59	0	21	102	5	86	7.98E-06	47
ISVch4	lane122s000601_bin.6.o_k141_347131-flag_1-multi_2.0000-len_1810_2	36.9	84	53	0	307	390	3	86	8.02E-06	47.4
ISVch4	lane122s000539_shovill_contig00208_1	46.9	49	26	0	316	364	1	49	8.94E-06	45.4
ISVch4	lane121s003976_shovill_contig00016_23	29.2	130	79	4	129	252	1	123	1.10E-05	47.4
ISVch4	lane121s003977_shovill_contig00016_73	29.2	130	79	4	129	252	1	123	1.10E-05	47.4
ISVch4	lane121s003978_shovill_contig00108_1	33.3	69	45	1	236	304	3	70	1.14E-05	45.8
ISVch4	lane821s003043_bin.1.s_NODE_2_length_616176_cov_1010.765517_210	41.8	67	36	2	223	287	26	91	1.73E-05	46.6
ISVch4	lane122s000537_shovill_contig00001_35	30.8	91	61	1	173	261	44	134	1.82E-05	47
ISVch4	lane121s003960_shovill_contig00023_18	31.5	92	57	2	13	102	13	100	2.04E-05	46.2
ISVch4	lane122s000601_bin.6.o_k141_199252-flag_1-multi_3.9814-len_2072_3	24.3	202	140	4	184	384	83	272	2.05E-05	48.9
ISVch4	lane122s000515_shovill_contig00036_1	33.3	75	47	1	235	309	2	73	2.25E-05	45.1
ISVch4	lane121s003964_megahit_k141_77-flag=1-multi=352.9859-len=598219_302	31.6	98	48	3	13	102	1	87	2.72E-05	45.4
ISVch4	lane121s003976_shovill_contig00038_49	34.4	90	56	2	13	102	1	87	2.72E-05	45.4
ISVch4	lane121s003977_shovill_contig00037_49	34.4	90	56	2	13	102	1	87	2.72E-05	45.4
ISVch4	lane821s003042_shovill_contig00002_278	31.6	98	48	3	13	102	1	87	2.72E-05	45.4
ISVch4	lane121s003979_bin.1.s_NODE_28_length_31201_cov_104.976867_18	30	110	72	3	108	212	4	113	4.22E-05	45.4
ISVch4	lane121s003980_megahit_k141_149-flag=0-multi=169.8264-len=23499_9	30	110	72	3	108	212	4	113	4.22E-05	45.4
ISVch4	lane122s000523_bin.1.p_NODE_142_length_578_cov_89.850299_1	35.4	65	42	0	18	82	3	67	4.55E-05	45.1
ISVch4	lane821s003044_shovill_contig00136_1	35.4	65	42	0	18	82	3	67	5.87E-05	45.1
ISVch4	lane121s003995_shovill_contig00047_2	32.9	82	48	1	21	102	6	80	1.18E-04	43.5
ISVch4	lane121s003976_shovill_contig00066_6	26.8	82	59	1	21	102	5	85	1.30E-04	43.5
ISVch4	lane121s003977_shovill_contig00047_6	26.8	82	59	1	21	102	5	85	1.30E-04	43.5
ISVch4	lane122s000605_bin.3.p_NODE_24_length_9285_cov_2.270743_8	28	150	90	6	210	345	136	281	1.41E-04	47
ISVch4	lane821s003037_bin.1.p_NODE_12_length_237696_cov_549.108998_83	28	125	83	3	82	202	16	137	1.54E-04	44.7
ISVch4	lane122s000541_shovill_contig00011_50	34.8	66	42	1	325	390	1	65	1.79E-04	42.7
ISVch4	lane122s000602_bin.1.o_k141_625592-flag_1-multi_6.0000-len_1891_3	30.7	88	57	2	16	102	3	87	1.85E-04	43.1
ISVch4	lane122s000540_bin.1.p_NODE_197_length_1205_cov_58.604610_2	32.6	92	53	2	13	99	1	88	2.11E-04	43.1
ISVch4	lane121s003995_shovill_contig00081_1	32.9	82	48	1	21	102	6	80	2.16E-04	42.7
ISVch4	lane121s003995_shovill_contig00072_1	31.7	82	49	1	21	102	6	80	2.95E-04	42.4
ISVch4	lane121s003963_shovill_contig00004_219	26.3	137	92	4	129	260	4	136	3.32E-04	43.5
ISVch4	lane122s000605_bin.3.p_NODE_1488_length_1748_cov_2.020347_1	25.8	182	107	8	233	388	148	327	3.56E-04	45.4
ISVch4	lane122s000607_bin.1.p_NODE_651_length_3423_cov_1.575015_1	28.8	153	88	7	210	348	136	281	4.20E-04	45.4
ISVch4	lane122s000536_megahit_k141_98-flag=0-multi=243.2609-len=1720_3	41.5	53	31	0	312	364	31	83	4.70E-04	41.6
ISVch4	lane122s000540_bin.2.p_NODE_32_length_709_cov_3.286392_2	29.1	103	70	2	291	393	24	123	7.27E-04	42.7
ISVch4	lane121s003972_bin.2.s_NODE_1078_length_1315_cov_2.899031_2	31.1	90	59	2	13	102	1	87	9.01E-04	41.2
ISVch4	lane122s000530_shovill_contig00083_1	40	65	38	1	324	388	1	64	9.73E-04	40.4
ISMps1	lane122s000601_bin.2.o_k141_549329-flag_1-multi_3.0000-len_1920_1	31.4	395	253	6	27	408	42	431	2.65E-49	176
ISMps1	lane122s000607_bin.1.p_NODE_2046_length_1622_cov_5.939159_1	31.6	291	183	7	52	327	3	292	2.88E-29	120
ISMps1	lane122s000607_bin.1.p_NODE_2069_length_1608_cov_3.459177_1	28.4	324	212	7	23	327	16	338	8.18E-25	108
ISMps1	lane121s003963_shovill_contig00005_152	26.1	372	224	15	26	365	33	385	2.82E-24	107
ISMps1	lane122s000607_bin.1.p_NODE_639_length_3455_cov_1.319420_4	28.9	305	176	9	71	338	72	372	1.17E-19	93.6
ISMps1	lane122s000607_bin.1.p_NODE_1178_length_2402_cov_2.301935_1	26.9	305	182	8	71	338	72	372	8.62E-16	81.6
ISMps1	lane122s000605_bin.3.p_NODE_655_length_3031_cov_2.524035_4	30.9	162	110	2	167	327	24	184	1.43E-14	76.6
ISMps1	lane121s003976_shovill_contig00004_113	24.7	288	175	9	143	402	18	291	2.80E-13	73.2
ISMps1	lane121s003977_shovill_contig00005_86	24.7	288	175	9	143	402	18	291	2.80E-13	73.2
ISMps1	lane121s003958_shovill_contig00018_72	25.1	251	149	9	178	403	7	243	1.45E-11	67.4
ISMps1	lane122s000602_bin.1.o_k141_458137-flag_1-multi_9.0000-len_2560_1	23.8	323	204	8	108	414	120	416	7.91E-11	66.6
ISMps1	lane122s000602_bin.1.o_k141_499686-flag_1-multi_7.0000-len_2742_2	30.4	207	123	6	108	308	129	320	1.14E-10	65.9
ISMps1	lane122s000607_bin.1.p_NODE_2349_length_1315_cov_1.002423_1	25	304	188	9	69	334	7	308	3.68E-10	64.3
ISMps1	lane122s000536_megahit_k141_110-flag=0-multi=188.0000-len=1400_1	29.5	210	126	7	109	308	104	301	1.26E-09	62.8
ISMps1	lane121s003972_bin.2.s_NODE_421_length_2773_cov_2.507789_1	29.8	171	112	4	166	334	36	200	1.24E-08	58.9
ISMps1	lane122s000602_bin.1.o_k141_43579-flag_1-multi_6.0000-len_1808_2	27.2	265	167	6	66	308	83	343	5.00E-08	57.8
ISMps1	lane121s003972_bin.2.s_NODE_567_length_2292_cov_4.408578_2	24.5	269	154	8	110	347	108	358	1.39E-07	56.2
ISMps1	lane122s000606_bin.3.o_k141_621162-flag_1-multi_3.0000-len_1974_2	22.8	359	258	7	75	419	97	450	4.07E-07	55.1
ISMps1	lane122s000602_bin.1.o_k141_330529-flag_1-multi_2.0000-len_2546_2	25.7	284	194	7	68	334	117	400	9.95E-07	53.9
ISMps1	lane122s000605_bin.2.o_k141_317488-flag_1-multi_6.0000-len_2503_2	30.4	161	102	4	163	322	170	321	2.49E-06	52.4
ISMps1	lane122s000606_bin.3.o_k141_89666-flag_1-multi_2.0000-len_2171_1	23.7	358	243	11	75	410	97	446	6.79E-06	51.2
ISMps1	lane122s000602_bin.1.o_k141_613654-flag_1-multi_5.0000-len_2813_2	28.7	174	103	3	139	308	155	311	2.05E-05	49.7
ISMps1	lane121s003976_shovill_contig00097_1	23.5	332	227	9	34	356	40	353	9.82E-05	47.4
ISMps1	lane121s003977_shovill_contig00096_1	23.5	332	227	9	34	356	40	353	9.82E-05	47.4
ISMps1	lane122s000606_bin.1.o_k141_422713-flag_1-multi_3.0000-len_1660_1	27.2	147	97	3	178	322	149	287	1.36E-04	46.6
ISMps1	lane122s000602_bin.1.o_k141_705932-flag_0-multi_4.2964-len_3697_2	22.8	250	169	6	114	344	1	245	6.89E-04	44.3
ISMps1	lane122s000605_bin.3.p_NODE_655_length_3031_cov_2.524035_5	29.2	120	76	3	23	133	16	135	7.81E-04	42.7
ISMps1	lane122s000602_bin.1.o_k141_634120-flag_1-multi_2.9948-len_1877_1	22.9	297	196	9	69	336	86	378	9.86E-04	44.3
IS5564	lane122s000535_bin.1.p_NODE_39_length_1103_cov_798.860624_1	67.1	331	106	3	1	328	1	331	2.80E-153	435
IS5564	lane821s003043_bin.1.s_NODE_24_length_1054_cov_2328.430911_1	49.4	332	148	5	1	326	1	318	2.31E-100	300
IS5564	lane122s000543_bin.1.p_NODE_34_length_1611_cov_34.414602_2	43.6	328	159	6	1	317	1	313	2.70E-81	252
IS5564	lane122s000543_bin.1.p_NODE_67_length_560_cov_12.244306_1	64.5	186	65	1	13	197	1	186	5.30E-74	228
IS5564	lane821s003044_shovill_contig00005_13	43.1	320	162	6	3	321	4	304	1.52E-70	224
IS5564	lane821s003044_shovill_contig00009_193	43.4	320	161	6	3	321	4	304	1.71E-69	221
IS5564	lane122s000543_bin.1.p_NODE_1_length_546875_cov_126.235881_29	48	250	107	5	86	326	9	244	5.44E-62	200
IS5564	lane122s000601_bin.7.o_k141_249461-flag_1-multi_3.0000-len_1667_2	43.2	190	91	5	134	317	28	206	7.67E-42	147
IS5564	lane122s000606_bin.3.o_k141_347174-flag_1-multi_4.5867-len_10374_5	46.3	147	77	2	183	327	13	159	1.53E-36	131
IS5564	lane121s003995_shovill_contig00020_4	39.6	207	107	4	30	236	100	288	5.72E-32	128
IS5564	lane122s000523_bin.1.p_NODE_128_length_923_cov_259.791962_1	53.6	97	45	0	205	301	4	100	1.44E-25	100
IS5564	lane122s000540_bin.1.p_NODE_15_length_130735_cov_16.262020_124	27.8	342	185	9	5	325	4	304	4.32E-21	94.4
IS5564	lane821s003044_shovill_contig00208_1	55.4	74	33	0	210	283	1	74	4.28E-19	82.8
IS5564	lane122s000606_bin.3.o_k141_681285-flag_1-multi_3.2242-len_1970_1	33.5	158	96	2	1	152	1	155	1.32E-18	84.3
IS5564	lane122s000606_bin.3.o_k141_347174-flag_1-multi_4.5867-len_10374_4	35.3	150	88	2	1	144	1	147	2.03E-18	83.6
IS5564	lane122s000540_bin.1.p_NODE_7_length_170295_cov_15.512772_136	28	318	172	10	26	325	25	303	3.86E-18	87
IS5564	lane122s000540_bin.1.p_NODE_16_length_120641_cov_15.527181_48	28	318	172	10	26	325	25	303	3.86E-18	87
IS5564	lane122s000523_bin.1.p_NODE_128_length_923_cov_259.791962_2	41.4	128	71	3	3	130	4	127	2.91E-17	79.7
IS5564	lane122s000600_bin.2.o_k141_47720-flag_1-multi_3.0000-len_3117_1	28.4	236	107	7	98	308	47	245	3.45E-12	68.9
IS5564	lane122s000520_bin.1.p_NODE_12_length_131259_cov_34.748411_118	29	290	133	17	56	320	29	270	1.56E-11	67.4
IS5564	lane122s000601_bin.1.o_k141_7744-flag_1-multi_5.0000-len_1935_3	39.1	92	54	2	231	321	107	197	1.82E-10	63.2
IS5564	lane122s000600_bin.3.p_NODE_101_length_6716_cov_5.210122_7	25.2	305	176	10	26	315	49	316	2.96E-10	63.9
IS5564	lane122s000601_bin.1.o_k141_560122-flag_1-multi_15.0000-len_5813_5	25.2	305	176	10	26	315	49	316	2.96E-10	63.9
IS5564	lane122s000602_bin.1.o_k141_707264-flag_0-multi_7.4347-len_6322_8	35.7	143	82	4	17	151	20	160	6.18E-10	60.8
IS5564	lane122s000536_megahit_k141_166-flag=0-multi=620.0000-len=4616_3	30.5	128	84	3	190	316	131	254	3.38E-09	59.7
IS5564	lane122s000605_bin.1.o_k141_297166-flag_1-multi_4.0192-len_4778_2	27.5	313	167	14	34	325	33	306	1.47E-08	58.5
IS5564	lane821s003044_shovill_contig00190_1	43.5	69	38	1	3	71	4	71	1.70E-08	53.5
IS5564	lane821s003044_shovill_contig00176_1	53.2	47	22	0	267	313	1	47	1.73E-07	50.4
IS5564	lane122s000605_bin.3.p_NODE_611_length_3173_cov_3.060078_3	32.3	130	78	5	186	313	159	280	2.97E-07	54.7
IS5564	lane821s003044_shovill_contig00040_50	21.4	229	133	5	97	316	49	239	3.01E-07	53.9
IS5564	lane122s000601_bin.6.o_k141_199252-flag_1-multi_3.9814-len_2072_3	30.2	129	83	3	190	316	149	272	3.21E-07	53.9
IS5564	lane122s000523_bin.1.p_NODE_48_length_38702_cov_111.764764_19	21.4	229	133	5	97	316	112	302	4.10E-07	53.9
IS5564	lane821s003044_shovill_contig00167_1	43.8	73	38	2	58	130	2	71	8.57E-07	48.9
IS5564	lane122s000603_bin.2.s_NODE_378_length_2110_cov_1.493360_2	32.3	127	83	2	187	313	44	167	1.72E-06	51.2
IS5564	lane122s000607_bin.1.p_NODE_2051_length_1620_cov_1.686973_1	30.5	131	85	4	189	317	239	365	1.74E-06	52.4
IS5564	lane122s000601_bin.1.o_k141_575488-flag_1-multi_2.0000-len_1964_1	31.6	133	85	4	191	321	68	196	4.45E-06	50.4
IS5564	lane122s000605_bin.3.p_NODE_1488_length_1748_cov_2.020347_1	23.7	346	197	10	13	320	12	328	5.97E-06	50.4
IS5564	lane122s000600_bin.2.o_k141_226203-flag_1-multi_6.0000-len_1653_2	28.1	128	89	2	190	317	131	255	2.53E-05	48.1
IS5564	lane821s003037_bin.1.p_NODE_10_length_258279_cov_463.547300_87	27.3	132	91	3	186	313	26	156	1.28E-04	45.1
IS5564	lane122s000600_bin.2.o_k141_173951-flag_1-multi_2.0000-len_1827_2	29.9	137	90	4	183	316	142	275	3.61E-04	44.7
IS5564	lane122s000537_shovill_contig00002_263	28.6	98	70	0	220	317	144	241	7.37E-04	43.5
IS5564	lane122s000523_bin.1.p_NODE_20_length_97922_cov_124.832582_1	47.6	42	21	1	281	321	5	46	7.46E-04	40
IS5564	lane122s000540_bin.2.p_NODE_32_length_709_cov_3.286392_2	30.2	86	60	0	232	317	30	115	7.51E-04	42.4
ISKpn74	lane122s000521_bin.2.p_NODE_29_length_51285_cov_10.631366_37	41.5	159	88	2	3	157	27	184	1.00E-37	135
ISKpn74	lane122s000521_bin.2.p_NODE_29_length_51285_cov_10.631366_36	32.9	140	85	3	172	305	8	144	1.35E-11	64.3
ISKpn74	lane121s003962_megahit_k141_672-flag=1-multi=3.0000-len=1039_3	30.8	133	83	3	179	305	2	131	5.67E-09	56.6
ISPpu2	lane122s000523_bin.1.p_NODE_121_length_1073_cov_488.497992_1	49.3	341	172	1	18	358	1	340	2.48E-115	341
ISPpu2	lane122s000606_bin.2.s_NODE_426_length_3208_cov_3.598850_1	46.1	317	170	1	10	325	9	325	6.73E-95	288
ISPpu2	lane122s000601_bin.1.o_k141_366330-flag_1-multi_2.0000-len_1955_2	44.8	353	186	4	6	353	4	352	2.40E-93	285
ISPpu2	lane122s000600_bin.2.o_k141_162140-flag_1-multi_2.0000-len_1542_1	41.5	337	192	5	6	340	15	348	7.54E-78	246
ISPpu2	lane122s000602_bin.1.o_k141_696570-flag_1-multi_4.0000-len_1669_1	34.7	331	211	3	18	344	20	349	1.34E-54	186
ISPpu2	lane821s003044_shovill_contig00007_1	49.1	169	85	1	190	358	1	168	8.30E-53	175
ISPpu2	lane821s003044_shovill_contig00015_1	46.8	190	101	0	1	190	1	190	1.93E-52	174
ISPpu2	lane122s000600_bin.3.p_NODE_269_length_3648_cov_2.407449_1	47.7	174	90	1	184	357	1	173	2.33E-52	174
ISPpu2	lane122s000606_bin.1.o_k141_178702-flag_1-multi_2.0000-len_1735_2	40.3	226	128	5	127	346	42	266	3.10E-44	156
ISPpu2	lane122s000605_bin.3.p_NODE_405_length_3917_cov_2.479167_2	30.2	384	220	8	7	346	8	387	3.77E-43	157
ISPpu2	lane122s000607_bin.1.p_NODE_54_length_8559_cov_1.915350_1	30.7	381	222	10	7	346	8	387	1.04E-41	153
ISPpu2	lane122s000606_bin.2.s_NODE_699_length_2134_cov_2.722411_2	31.6	339	193	7	30	331	32	368	2.22E-41	151
ISPpu2	lane122s000607_bin.1.p_NODE_1843_length_1781_cov_3.674296_2	32.1	290	158	8	95	346	18	306	3.99E-41	150
ISPpu2	lane122s000605_bin.3.p_NODE_539_length_3420_cov_2.344002_6	30.2	298	163	8	90	346	13	306	1.39E-36	138
ISPpu2	lane122s000607_bin.1.p_NODE_1013_length_2633_cov_4.251565_3	30.2	298	163	8	90	346	13	306	1.39E-36	138
ISPpu2	lane122s000605_bin.3.p_NODE_487_length_3581_cov_3.972603_2	30.4	276	152	6	108	346	13	285	3.47E-35	134
ISPpu2	lane122s000607_bin.1.p_NODE_2196_length_1493_cov_1.970339_1	32.2	255	142	5	120	346	15	266	1.14E-33	129
ISPpu2	lane122s000607_bin.1.p_NODE_650_length_3425_cov_4.356332_3	29.7	300	163	9	90	346	13	307	1.46E-33	130
ISPpu2	lane122s000600_bin.3.p_NODE_516_length_1747_cov_7.304790_3	48.7	115	58	1	235	349	1	114	7.85E-33	121
ISPpu2	lane122s000605_bin.3.p_NODE_131_length_5947_cov_3.332027_6	29.8	299	164	9	90	346	13	307	3.91E-32	126
ISPpu2	lane821s003044_shovill_contig00238_1	72.6	73	20	0	154	226	1	73	1.30E-31	116
ISPpu2	lane122s000607_bin.1.p_NODE_810_length_3048_cov_3.916526_2	36.9	222	104	5	152	338	3	223	1.51E-30	119
ISPpu2	lane122s000605_bin.3.p_NODE_481_length_3612_cov_2.705799_4	34.9	241	118	7	136	338	1	240	1.63E-30	119
ISPpu2	lane122s000607_bin.1.p_NODE_1958_length_1701_cov_2.086207_3	37.6	202	94	4	168	338	4	204	3.55E-30	117
ISPpu2	lane122s000523_bin.1.p_NODE_49_length_37567_cov_123.537877_8	27.6	290	194	5	33	306	32	321	1.85E-28	116
ISPpu2	lane821s003044_shovill_contig00054_3	27.6	290	194	5	33	306	32	321	1.85E-28	116
ISPpu2	lane122s000607_bin.1.p_NODE_2063_length_1614_cov_2.366949_3	36.4	198	94	4	172	338	18	214	2.48E-27	110
ISPpu2	lane122s000606_bin.2.s_NODE_946_length_1650_cov_2.567069_1	28.7	279	183	6	33	295	32	310	4.54E-27	112
ISPpu2	lane122s000607_bin.1.p_NODE_1714_length_1881_cov_3.101996_2	27.4	296	175	6	90	346	13	307	1.23E-26	111
ISPpu2	lane122s000605_bin.3.p_NODE_586_length_3252_cov_2.910551_3	32.1	240	150	5	115	345	33	268	6.53E-25	105
ISPpu2	lane122s000606_bin.2.s_NODE_1213_length_1100_cov_0.800587_1	34.3	178	87	2	193	340	1	178	1.34E-24	101
ISPpu2	lane122s000606_bin.2.s_NODE_426_length_3208_cov_3.598850_5	35.2	165	77	1	179	313	2	166	2.26E-24	100
ISPpu2	lane122s000601_bin.1.o_k141_662176-flag_1-multi_6.0000-len_1772_2	27.1	299	180	7	14	275	14	311	1.43E-23	102
ISPpu2	lane122s000605_bin.3.p_NODE_392_length_4004_cov_2.619557_4	31.7	243	149	6	120	351	37	273	2.65E-23	100
ISPpu2	lane821s003044_shovill_contig00202_1	54.9	71	32	0	231	301	3	73	9.16E-22	90.5
ISPpu2	lane122s000607_bin.1.p_NODE_2431_length_1217_cov_2.785088_1	28.9	246	132	8	90	295	20	262	1.33E-21	95.5
ISPpu2	lane122s000605_bin.3.p_NODE_142_length_5783_cov_1.961094_7	28.5	200	119	3	171	346	1	200	1.40E-21	95.1
ISPpu2	lane122s000602_bin.1.o_k141_328769-flag_0-multi_6.0212-len_16706_1	52	75	35	1	272	346	1	74	3.67E-19	84
ISPpu2	lane122s000602_bin.1.o_k141_212959-flag_0-multi_3.0000-len_1530_1	24.2	347	247	5	1	335	1	343	1.71E-18	88.6
ISPpu2	lane122s000605_bin.3.p_NODE_15_length_11284_cov_2.454805_11	31.4	140	66	2	236	345	1	140	7.59E-18	82
ISPpu2	lane122s000602_bin.1.o_k141_222885-flag_0-multi_5.3860-len_3255_7	43.2	88	50	0	18	105	19	106	6.78E-15	72.8
ISPpu2	lane122s000607_bin.1.p_NODE_2262_length_1410_cov_4.515379_2	31.2	157	99	4	158	306	3	158	7.34E-15	75.5
ISPpu2	lane122s000607_bin.1.p_NODE_1404_length_2152_cov_1.557590_2	29.8	141	86	3	171	304	17	151	1.51E-13	71.2
ISPpu2	lane821s003037_bin.1.p_NODE_47_length_1147_cov_1090.263551_1	31.5	127	86	1	208	334	34	159	7.32E-13	68.9
ISPpu2	lane122s000606_bin.2.s_NODE_426_length_3208_cov_3.598850_4	35.8	123	69	3	7	120	8	129	2.78E-12	67
ISPpu2	lane122s000607_bin.1.p_NODE_991_length_2673_cov_3.211479_2	28.2	156	105	2	158	306	3	158	6.66E-12	67
ISPpu2	lane122s000607_bin.1.p_NODE_67_length_7938_cov_1.944409_10	41.9	74	43	0	10	83	21	94	2.42E-11	62.8
ISPpu2	lane122s000605_bin.3.p_NODE_341_length_4236_cov_1.607358_1	47.6	63	33	0	276	338	53	115	9.79E-11	61.6
ISPpu2	lane122s000607_bin.1.p_NODE_425_length_4286_cov_1.873842_5	25.8	159	111	2	155	306	24	182	1.09E-10	63.2
ISPpu2	lane821s003044_shovill_contig00230_1	73	37	10	0	154	190	1	37	1.22E-10	59.3
ISPpu2	lane121s003976_shovill_contig00022_22	26.4	197	128	7	158	343	3	193	1.43E-10	63.2
ISPpu2	lane121s003977_shovill_contig00021_22	26.4	197	128	7	158	343	3	193	1.43E-10	63.2
ISPpu2	lane122s000605_bin.3.p_NODE_1213_length_2013_cov_1.572314_2	35.8	81	52	0	10	90	13	93	2.08E-10	60.1
ISPpu2	lane122s000607_bin.1.p_NODE_938_length_2764_cov_2.415333_2	41.9	74	43	0	10	83	13	86	2.39E-10	59.7
ISPpu2	lane122s000607_bin.1.p_NODE_425_length_4286_cov_1.873842_4	38.5	65	40	0	282	346	56	120	2.50E-10	60.5
ISPpu2	lane122s000607_bin.1.p_NODE_380_length_4451_cov_2.365798_5	39.2	74	45	0	10	83	13	86	6.12E-10	58.5
ISPpu2	lane821s003037_bin.1.p_NODE_1_length_1559792_cov_424.645268_808	25.8	194	133	6	158	343	3	193	6.55E-10	61.2
ISPpu2	lane122s000600_bin.5.s_NODE_343_length_2229_cov_3.247212_3	25	144	101	2	159	295	17	160	1.06E-09	60.8
ISPpu2	lane122s000605_bin.3.p_NODE_1238_length_1984_cov_2.280545_3	40.5	74	44	0	10	83	13	86	1.81E-09	57.4
ISPpu2	lane122s000605_bin.3.p_NODE_49_length_8033_cov_2.033057_7	39.4	66	40	0	18	83	21	86	2.67E-09	57
ISPpu2	lane122s000607_bin.1.p_NODE_120_length_6624_cov_2.317550_5	39.4	66	40	0	18	83	21	86	2.67E-09	57
ISPpu2	lane122s000607_bin.1.p_NODE_3086_length_562_cov_0.905155_1	31.9	116	76	3	158	271	16	130	7.79E-09	56.6
ISPpu2	lane121s003976_shovill_contig00068_3	26.7	131	93	3	197	326	6	134	1.83E-08	55.8
ISPpu2	lane121s003977_shovill_contig00065_9	26.7	131	93	3	197	326	6	134	1.83E-08	55.8
ISPpu2	lane122s000601_bin.1.o_k141_662176-flag_1-multi_6.0000-len_1772_3	39.7	63	38	0	283	345	19	81	2.61E-08	54.3
ISPpu2	lane121s003977_shovill_contig00112_1	24.8	121	89	2	207	326	40	159	2.62E-08	56.2
ISPpu2	lane122s000605_bin.3.p_NODE_951_length_2354_cov_2.314888_3	36.5	74	47	0	10	83	13	86	2.86E-08	54.3
ISPpu2	lane122s000607_bin.1.p_NODE_781_length_3124_cov_2.505743_8	36.5	74	47	0	10	83	13	86	2.86E-08	54.3
ISPpu2	lane122s000607_bin.1.p_NODE_2407_length_1241_cov_1.484536_2	39	77	47	0	5	81	14	90	7.71E-08	52.8
ISPpu2	lane122s000607_bin.1.p_NODE_946_length_2746_cov_7.049457_4	34.9	86	54	1	7	90	8	93	8.72E-08	52.4
