seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
lane121s003952_megahit_k141_131-flag=0-multi=362.1367-len=5173	5173	No terminal repeats	6	11	0.9721	0.0053	0	2.1243	NA	NA
lane121s003962_megahit_k141_679-flag=1-multi=6.0000-len=6571	6571	No terminal repeats	8	11	0.9718	0.0053	0	0.0000	NA	NA
lane122s000540_bin.1.p_NODE_148_length_5099_cov_14.589207	5099	No terminal repeats	8	11	0.9717	0.0054	0	0.3153	NA	NA
lane122s000601_bin.1.o_k141_295860-flag_1-multi_4.0000-len_3554	3554	No terminal repeats	1	11	0.9715	0.0054	0	1.3398	NA	NA
lane821s003044_shovill_contig00058	27512	No terminal repeats	23	11	0.9714	0.0055	0	3.3639	NA	NA
lane121s003962_megahit_k141_1434-flag=1-multi=5.0000-len=5242	5242	No terminal repeats	8	11	0.9711	0.0055	0	0.9794	NA	NA
lane122s000606_bin.1.o_k141_227557-flag_1-multi_4.0000-len_5204	5204	No terminal repeats	12	11	0.9711	0.0055	0	0.0000	NA	NA
lane121s003965_shovill_contig00036	28488	No terminal repeats	35	11	0.9704	0.0056	0	4.4487	NA	NF000493
lane122s000540_bin.1.p_NODE_50_length_51350_cov_16.865660	51350	ITR	47	11	0.9700	0.0056	0	5.2918	NA	NF012174
lane122s000540_bin.1.p_NODE_81_length_28253_cov_14.536166	28253	No terminal repeats	29	11	0.9699	0.0057	0	7.3431	NA	NA
lane121s003962_megahit_k141_66-flag=1-multi=6.0000-len=6171	6171	No terminal repeats	7	11	0.9693	0.0057	0	0.9009	NA	NA
lane121s003962_megahit_k141_768-flag=1-multi=5.0000-len=5669	5669	No terminal repeats	7	11	0.9693	0.0057	0	1.5835	NA	NA
lane122s000521_bin.2.p_NODE_36_length_9428_cov_11.929847	9428	No terminal repeats	9	11	0.9692	0.0058	0	1.2412	NA	NA
lane121s003972_bin.2.s_NODE_421_length_2773_cov_2.507789	2773	No terminal repeats	2	11	0.9691	0.0058	0	0.0000	NA	NA
lane821s003044_shovill_contig00084	11272	No terminal repeats	10	11	0.9691	0.0059	0	1.1726	NA	NA
lane121s003971_bin.1.s_NODE_23_length_7448_cov_95.544160	7448	No terminal repeats	6	11	0.9690	0.0059	0	1.7131	NA	NA
lane122s000539_shovill_contig00019	80188	No terminal repeats	90	11	0.9688	0.0060	0	5.8543	NA	NF033693;NF012174;NF000493
lane122s000602_bin.1.o_k141_273026-flag_0-multi_2.9937-len_3941	3941	No terminal repeats	5	11	0.9687	0.0060	0	1.2972	NA	NA
lane122s000606_bin.2.s_NODE_16_length_12112_cov_1.839634	12112	No terminal repeats	10	11	0.9686	0.0060	0	0.9227	NA	NA
lane122s000540_bin.1.p_NODE_13_length_138185_cov_16.919143	138185	No terminal repeats	115	11	0.9681	0.0061	0	8.0104	NA	NF000098;NF000402;NF000272
lane121s003979_bin.1.s_NODE_29_length_30096_cov_101.443952	30096	No terminal repeats	27	11	0.9681	0.0061	0	2.3776	NA	NA
lane122s000523_bin.1.p_NODE_98_length_2872_cov_103.716279	2872	No terminal repeats	5	11	0.9673	0.0062	0	1.6398	NA	NA
lane122s000721_shovill_contig01303	434	No terminal repeats	2	11	0.9671	0.0062	1	1.6379	FA_orf17b	NA
lane821s003044_shovill_contig00068	20694	No terminal repeats	21	11	0.9670	0.0062	0	0.9798	NA	NA
lane122s000602_bin.1.o_k141_328769-flag_0-multi_6.0212-len_16706	16706	No terminal repeats	15	11	0.9668	0.0063	0	2.6230	NA	NA
lane122s000607_bin.1.p_NODE_1535_length_2027_cov_2.581026	2027	No terminal repeats	3	11	0.9667	0.0063	1	1.1471	T_virB6	NA
lane121s003953_shovill_contig00031	29003	No terminal repeats	21	11	0.9667	0.0064	0	0.0036	NA	NA
lane121s003962_megahit_k141_1558-flag=1-multi=7.0000-len=3872	3872	No terminal repeats	3	11	0.9663	0.0064	0	0.0000	NA	NA
lane121s003972_bin.2.s_NODE_473_length_2587_cov_2.623506	2587	No terminal repeats	3	11	0.9662	0.0065	0	0.0000	NA	NA
lane121s003962_megahit_k141_1711-flag=1-multi=5.0000-len=6269	6269	No terminal repeats	6	11	0.9661	0.0065	0	0.7381	NA	NA
lane122s000540_bin.1.p_NODE_152_length_4522_cov_19.073791	4522	No terminal repeats	8	11	0.9657	0.0066	0	1.3236	NA	NA
lane122s000602_bin.1.o_k141_345661-flag_0-multi_8.0505-len_16615	16615	No terminal repeats	15	11	0.9652	0.0066	0	2.6289	NA	NA
lane122s000602_bin.1.o_k141_116255-flag_0-multi_7.9605-len_21552	21552	No terminal repeats	22	11	0.9652	0.0066	0	3.1661	NA	NA
lane121s003972_bin.2.s_NODE_374_length_2973_cov_2.829075	2973	No terminal repeats	4	11	0.9652	0.0067	0	0.0000	NA	NA
lane122s000607_bin.1.p_NODE_571_length_3687_cov_1.717452	3687	No terminal repeats	5	11	0.9650	0.0067	0	0.5874	NA	NA
lane122s000529_megahit_k141_135-flag=1-multi=8.0000-len=19959	19959	No terminal repeats	19	11	0.9650	0.0068	0	2.3933	NA	NF000153
lane122s000536_megahit_k141_58-flag=0-multi=188.9673-len=69029	69029	No terminal repeats	55	11	0.9648	0.0068	0	1.7923	NA	NF033068
lane821s003038_bin.1.o_k141_222-flag_0-multi_1582.1185-len_10498	10498	No terminal repeats	14	11	0.9648	0.0069	0	2.5877	NA	NF033135;NF000153
lane122s000602_bin.1.o_k141_709362-flag_0-multi_8.3420-len_8371	8371	No terminal repeats	9	11	0.9645	0.0069	0	3.5371	NA	NA
lane121s003972_bin.2.s_NODE_338_length_3101_cov_2.919643	3101	No terminal repeats	3	11	0.9644	0.0070	0	0.0000	NA	NA
lane122s000601_bin.9.p_NODE_150_length_2791_cov_1.634856	2791	No terminal repeats	4	11	0.9643	0.0070	0	0.0000	NA	NA
lane122s000601_bin.2.o_k141_95262-flag_1-multi_4.0000-len_7701	7701	No terminal repeats	9	11	0.9643	0.0070	1	5.5639	t4cp1	NA
lane121s003962_megahit_k141_1051-flag=1-multi=6.0000-len=5470	5470	No terminal repeats	4	11	0.9643	0.0071	0	0.0000	NA	NA
lane121s003965_shovill_contig00059	5782	No terminal repeats	4	11	0.9643	0.0071	0	1.0890	NA	NA
lane122s000540_bin.1.p_NODE_41_length_58075_cov_15.291648	58075	No terminal repeats	61	11	0.9643	0.0072	0	9.8089	NA	NA
lane122s000605_bin.1.o_k141_188270-flag_1-multi_4.0000-len_2590	2590	No terminal repeats	6	11	0.9638	0.0072	0	0.0000	NA	NA
lane122s000540_bin.1.p_NODE_3_length_236064_cov_15.138711	236064	No terminal repeats	217	11	0.9633	0.0073	0	10.2551	NA	NF012174;NF012174;NF033135;NF033135;NF000496
lane122s000541_shovill_contig00047	5120	No terminal repeats	3	11	0.9633	0.0073	0	0.0000	NA	NA
lane122s000520_bin.1.p_NODE_102_length_6724_cov_10.364826	6724	No terminal repeats	7	11	0.9630	0.0074	0	0.8946	NA	NA
lane122s000606_bin.2.s_NODE_520_length_2721_cov_1.404690	2721	No terminal repeats	6	11	0.9630	0.0074	0	2.3013	NA	NA
lane122s000531_bin.1.o_k141_113-flag_0-multi_182.9072-len_47225	47225	No terminal repeats	33	11	0.9629	0.0075	0	4.0640	NA	NA
lane122s000530_shovill_contig00041	2854	No terminal repeats	5	11	0.9626	0.0075	0	0.3444	NA	NA
lane121s003962_megahit_k141_357-flag=1-multi=5.0000-len=2890	2890	No terminal repeats	5	11	0.9626	0.0075	0	1.2974	NA	NA
lane122s000540_bin.1.p_NODE_43_length_55254_cov_14.744223	55254	No terminal repeats	50	11	0.9623	0.0076	2	12.7952	NA	NA
lane121s003965_shovill_contig00050	9746	No terminal repeats	13	11	0.9622	0.0076	0	2.0475	NA	NA
lane122s000601_bin.7.o_k141_276190-flag_1-multi_2.0000-len_2629	2629	No terminal repeats	3	11	0.9619	0.0077	0	2.6776	NA	NA
lane122s000521_bin.2.p_NODE_32_length_27403_cov_10.506002	27403	ITR	20	11	0.9615	0.0077	0	3.3952	NA	NA
lane122s000539_shovill_contig00070	10170	No terminal repeats	13	11	0.9611	0.0078	0	2.5877	NA	NF000153;NF033135
lane121s003962_megahit_k141_445-flag=1-multi=5.0000-len=6374	6374	No terminal repeats	7	11	0.9610	0.0078	0	0.3200	NA	NA
lane122s000600_bin.4.o_k141_240544-flag_1-multi_3.0000-len_5308	5308	No terminal repeats	6	11	0.9610	0.0079	1	0.4997	T_virB2;T_virB11	NA
lane121s003962_megahit_k141_792-flag=1-multi=5.0000-len=8247	8247	No terminal repeats	8	11	0.9608	0.0079	0	2.4709	NA	NA
lane122s000529_megahit_k141_370-flag=0-multi=8.0000-len=3482	3482	No terminal repeats	6	11	0.9608	0.0080	0	0.0000	NA	NA
lane122s000540_bin.1.p_NODE_35_length_67464_cov_17.503613	67464	No terminal repeats	66	11	0.9606	0.0080	0	9.5139	NA	NF012174;NF033135;NF033105
lane122s000607_bin.1.p_NODE_1118_length_2476_cov_2.857441	2476	No terminal repeats	4	11	0.9606	0.0081	1	0.9015	NA	NA
lane121s003962_megahit_k141_1157-flag=1-multi=5.0000-len=2626	2626	No terminal repeats	5	11	0.9602	0.0081	0	0.0000	NA	NA
lane122s000602_bin.1.o_k141_296376-flag_0-multi_5.0000-len_5493	5493	No terminal repeats	5	11	0.9602	0.0082	0	1.7183	NA	NA
lane121s003962_megahit_k141_554-flag=1-multi=6.0000-len=4402	4402	No terminal repeats	4	11	0.9601	0.0082	0	1.5715	NA	NA
lane121s003962_megahit_k141_29-flag=1-multi=5.0000-len=5216	5216	No terminal repeats	6	11	0.9600	0.0083	0	1.4543	NA	NF012174
lane121s003962_megahit_k141_290-flag=0-multi=5.9839-len=3877	3877	No terminal repeats	5	11	0.9594	0.0083	0	1.8009	NA	NA
lane121s003962_megahit_k141_1052-flag=1-multi=5.0000-len=7001	7001	No terminal repeats	7	11	0.9593	0.0084	0	1.0038	NA	NA
lane122s000606_bin.2.s_NODE_123_length_6330_cov_1.936670	6330	No terminal repeats	8	11	0.9589	0.0084	0	0.0000	NA	NA
lane122s000523_bin.1.p_NODE_64_length_20626_cov_107.167210	20626	No terminal repeats	21	11	0.9589	0.0085	0	0.9798	NA	NA
lane121s003972_bin.2.s_NODE_140_length_4655_cov_2.725208	4655	No terminal repeats	5	11	0.9584	0.0085	0	0.0000	NA	NA
lane121s003972_bin.2.s_NODE_177_length_4279_cov_2.281057	4279	No terminal repeats	7	11	0.9580	0.0085	0	0.5764	NA	NA
lane122s000540_bin.1.p_NODE_101_length_18896_cov_15.732398	18896	No terminal repeats	16	11	0.9579	0.0086	0	4.2740	NA	NA
lane122s000603_bin.3.o_k141_10205-flag_1-multi_3.0000-len_2858	2858	No terminal repeats	6	11	0.9578	0.0086	0	1.6416	NA	NA
lane122s000606_bin.2.s_NODE_515_length_2748_cov_0.896668	2748	No terminal repeats	5	11	0.9578	0.0087	0	0.7732	NA	NA
lane121s003952_megahit_k141_124-flag=0-multi=207.7285-len=4067	4067	No terminal repeats	4	11	0.9576	0.0087	0	1.9097	NA	NA
lane122s000540_bin.1.p_NODE_6_length_182343_cov_16.619101	182343	No terminal repeats	161	11	0.9575	0.0088	1	12.1432	T_virB9	NF033135;NF012174;NF012174;NF033135
lane122s000602_bin.1.o_k141_250202-flag_1-multi_3.0000-len_2677	2677	No terminal repeats	5	11	0.9575	0.0088	0	1.4262	NA	NA
lane121s003977_shovill_contig00043	44265	No terminal repeats	46	11	0.9574	0.0089	0	0.2712	NA	NA
lane122s000607_bin.1.p_NODE_1033_length_2605_cov_1.152294	2605	No terminal repeats	8	11	0.9573	0.0089	0	0.0000	NA	NA
lane121s003962_megahit_k141_808-flag=1-multi=6.0000-len=7916	7916	No terminal repeats	10	11	0.9568	0.0090	0	0.2479	NA	NA
lane121s003960_shovill_contig00075	8142	No terminal repeats	4	11	0.9563	0.0091	0	2.1291	NA	NA
lane121s003972_bin.2.s_NODE_159_length_4483_cov_2.325011	4483	No terminal repeats	6	11	0.9563	0.0091	0	1.6438	NA	NA
lane122s000607_bin.1.p_NODE_2904_length_646_cov_2.604569	646	No terminal repeats	2	11	0.9563	0.0092	1	0.9015	NA	NA
lane122s000607_bin.1.p_NODE_980_length_2689_cov_0.426493	2689	No terminal repeats	4	11	0.9560	0.0092	1	1.2016	NA	NA
lane122s000601_bin.6.o_k141_386690-flag_1-multi_4.0000-len_2995	2995	No terminal repeats	5	11	0.9560	0.0093	0	0.0000	NA	NA
lane121s003962_megahit_k141_647-flag=1-multi=5.0000-len=2674	2674	No terminal repeats	2	11	0.9558	0.0093	0	0.0000	NA	NA
lane122s000606_bin.3.o_k141_386770-flag_1-multi_5.0000-len_7620	7620	No terminal repeats	11	11	0.9558	0.0094	1	1.0670	t4cp1	NA
lane122s000606_bin.2.s_NODE_159_length_5672_cov_0.945487	5672	No terminal repeats	8	11	0.9553	0.0094	0	1.1233	NA	NF000496
lane122s000606_bin.1.o_k141_57509-flag_1-multi_2.0000-len_4734	4734	No terminal repeats	4	11	0.9548	0.0095	0	1.1153	NA	NA
lane122s000520_bin.1.p_NODE_101_length_6793_cov_13.331447	6793	No terminal repeats	6	11	0.9546	0.0095	0	2.3390	NA	NA
lane122s000536_megahit_k141_173-flag=0-multi=190.9703-len=153901	153901	No terminal repeats	144	11	0.9535	0.0096	0	2.3949	T_virB9	NF000272;NF033135
lane121s003962_megahit_k141_610-flag=1-multi=6.0000-len=8741	8741	No terminal repeats	10	11	0.9534	0.0096	0	3.0361	NA	NA
lane122s000520_bin.1.p_NODE_106_length_5827_cov_3.649391	5827	No terminal repeats	8	11	0.9533	0.0097	0	1.4469	NA	NA
lane121s003972_bin.2.s_NODE_166_length_4428_cov_3.940244	4428	No terminal repeats	5	11	0.9533	0.0097	0	0.0000	NA	NA
lane122s000606_bin.2.s_NODE_177_length_5480_cov_1.647973	5480	No terminal repeats	9	11	0.9532	0.0098	0	1.3708	NA	NA
lane122s000540_bin.1.p_NODE_62_length_39349_cov_16.939422	39349	No terminal repeats	40	11	0.9531	0.0098	0	7.2001	NA	NA
lane122s000607_bin.1.p_NODE_115_length_6713_cov_1.969560	6713	No terminal repeats	5	11	0.9530	0.0099	0	1.4171	NA	NA
lane122s000540_bin.1.p_NODE_112_length_17344_cov_16.423235	17344	No terminal repeats	17	11	0.9528	0.0099	0	2.0658	NA	NA
lane121s003962_megahit_k141_1410-flag=1-multi=4.7456-len=4834	4834	No terminal repeats	4	11	0.9525	0.0100	0	1.5492	NA	NA
lane121s003968_megahit_k141_63-flag=0-multi=255.0816-len=3473	3473	No terminal repeats	6	11	0.9524	0.0100	0	0.3284	NA	NA
lane121s003977_shovill_contig00068	10493	No terminal repeats	12	11	0.9523	0.0101	0	0.7583	NA	NA
lane121s003962_megahit_k141_469-flag=1-multi=5.0000-len=2944	2944	No terminal repeats	3	11	0.9521	0.0102	0	2.3398	NA	NA
lane122s000607_bin.1.p_NODE_266_length_5117_cov_1.781151	5117	No terminal repeats	4	11	0.9520	0.0102	0	1.1742	NA	NA
lane122s000721_shovill_contig00449	2589	No terminal repeats	2	11	0.9513	0.0103	0	0.0000	NA	NA
lane121s003960_shovill_contig00050	29804	No terminal repeats	28	11	0.9513	0.0103	0	2.0456	NA	NF033134
lane121s003962_megahit_k141_500-flag=0-multi=6.0000-len=2567	2567	No terminal repeats	3	11	0.9512	0.0104	0	1.2116	NA	NA
lane122s000607_bin.1.p_NODE_1243_length_2308_cov_4.788436	2308	No terminal repeats	3	11	0.9510	0.0104	1	0.7396	NA	NA
lane821s003044_shovill_contig00043	44501	No terminal repeats	40	11	0.9509	0.0105	0	4.1864	NA	NA
lane121s003995_shovill_contig00052	4431	No terminal repeats	5	11	0.9504	0.0105	0	1.2625	NA	NA
lane122s000602_bin.1.o_k141_527771-flag_0-multi_8.2901-len_10000	10000	No terminal repeats	12	11	0.9502	0.0106	0	0.8243	NA	NA
lane121s003962_megahit_k141_1543-flag=1-multi=7.0000-len=3800	3800	No terminal repeats	5	11	0.9499	0.0106	0	0.3180	NA	NA
lane121s003962_megahit_k141_45-flag=1-multi=8.0000-len=2856	2856	No terminal repeats	5	11	0.9499	0.0107	0	1.0959	NA	NA
lane121s003962_megahit_k141_264-flag=1-multi=6.0000-len=7266	7266	No terminal repeats	9	11	0.9496	0.0108	0	0.8235	NA	NA
lane122s000601_bin.7.o_k141_190076-flag_1-multi_4.0000-len_2739	2739	No terminal repeats	3	11	0.9493	0.0108	0	0.9682	NA	NA
lane122s000606_bin.2.s_NODE_150_length_5917_cov_1.610274	5917	No terminal repeats	5	11	0.9491	0.0109	0	0.0000	NA	NA
lane121s003962_megahit_k141_1309-flag=1-multi=4.0000-len=3134	3134	No terminal repeats	3	11	0.9490	0.0109	0	0.9827	NA	NA
lane121s003962_megahit_k141_1678-flag=1-multi=5.0000-len=5073	5073	No terminal repeats	6	11	0.9490	0.0110	0	1.4267	NA	NF033105
lane122s000601_bin.7.o_k141_631764-flag_1-multi_5.0000-len_2545	2545	No terminal repeats	4	11	0.9485	0.0110	0	1.6796	NA	NA
lane122s000523_bin.1.p_NODE_61_length_22287_cov_100.785952	22287	No terminal repeats	22	11	0.9485	0.0111	0	2.6772	NA	NA
lane122s000607_bin.1.p_NODE_85_length_7501_cov_3.301724	7501	No terminal repeats	11	11	0.9483	0.0111	0	1.6491	NA	NF000496
lane122s000600_bin.2.o_k141_382084-flag_1-multi_4.1006-len_5626	5626	No terminal repeats	8	11	0.9482	0.0112	0	1.4253	NA	NA
lane121s003980_megahit_k141_11-flag=0-multi=168.5798-len=9737	9737	No terminal repeats	11	11	0.9480	0.0113	0	0.6899	NA	NF033135
lane122s000520_bin.1.p_NODE_80_length_12838_cov_7.434919	12838	No terminal repeats	14	11	0.9479	0.0113	0	1.5269	NA	NA
lane122s000540_bin.1.p_NODE_147_length_5497_cov_15.041513	5497	No terminal repeats	5	11	0.9474	0.0114	0	0.5553	NA	NA
lane121s003960_shovill_contig00081	3942	No terminal repeats	6	11	0.9474	0.0114	0	0.0000	NA	NA
lane121s003976_shovill_contig00039	49496	No terminal repeats	37	11	0.9474	0.0115	0	1.5038	NA	NA
lane121s003962_megahit_k141_1368-flag=1-multi=5.0000-len=20199	20199	No terminal repeats	19	11	0.9473	0.0115	0	2.8683	NA	NA
lane121s003962_megahit_k141_1256-flag=1-multi=5.0000-len=6526	6526	No terminal repeats	5	11	0.9473	0.0116	0	0.0000	NA	NA
lane122s000606_bin.2.s_NODE_482_length_2883_cov_1.821454	2883	No terminal repeats	5	11	0.9472	0.0117	0	1.2589	NA	NA
lane122s000520_bin.1.p_NODE_57_length_27266_cov_19.261650	27266	No terminal repeats	28	11	0.9461	0.0117	0	2.1455	NA	NA
lane821s003044_shovill_contig00102	3738	No terminal repeats	5	11	0.9458	0.0118	0	0.3145	NA	NA
lane121s003972_bin.2.s_NODE_266_length_3559_cov_2.832280	3559	No terminal repeats	4	11	0.9458	0.0118	0	1.0765	NA	NA
lane122s000605_bin.3.p_NODE_637_length_3083_cov_2.225549	3083	No terminal repeats	4	11	0.9454	0.0119	1	1.1471	T_virB6	NA
lane121s003962_megahit_k141_361-flag=1-multi=4.9952-len=7380	7380	No terminal repeats	9	11	0.9454	0.0119	0	0.4086	NA	NA
lane122s000603_bin.3.o_k141_259594-flag_1-multi_3.0000-len_2071	2071	No terminal repeats	2	11	0.9453	0.0120	2	2.3690	virb4;T_virB6	NA
lane121s003962_megahit_k141_35-flag=1-multi=6.0000-len=3526	3526	No terminal repeats	6	11	0.9450	0.0121	0	0.2356	NA	NA
lane122s000603_bin.3.o_k141_293966-flag_1-multi_2.0000-len_2675	2675	No terminal repeats	4	11	0.9448	0.0121	3	3.8128	T_virB3;virb4	NA
lane122s000529_megahit_k141_117-flag=1-multi=9.0000-len=10621	10621	No terminal repeats	10	11	0.9448	0.0122	0	2.2890	NA	NA
lane121s003962_megahit_k141_849-flag=1-multi=6.0000-len=2532	2532	No terminal repeats	3	11	0.9448	0.0122	0	0.8559	NA	NA
lane122s000605_bin.2.o_k141_363885-flag_1-multi_6.0000-len_3884	3884	No terminal repeats	4	11	0.9447	0.0123	0	2.1678	NA	NA
lane122s000607_bin.1.p_NODE_181_length_5897_cov_2.374742	5897	No terminal repeats	6	11	0.9445	0.0124	0	1.7786	NA	NA
lane121s003962_megahit_k141_245-flag=1-multi=6.0000-len=2595	2595	No terminal repeats	3	11	0.9443	0.0124	0	0.9595	NA	NA
lane122s000605_bin.3.p_NODE_224_length_5019_cov_2.991097	5019	No terminal repeats	7	11	0.9443	0.0125	0	0.4885	NA	NA
lane122s000520_bin.1.p_NODE_108_length_5583_cov_9.536687	5583	No terminal repeats	6	11	0.9438	0.0125	0	0.2268	NA	NA
lane122s000523_bin.1.p_NODE_79_length_10681_cov_98.873067	10681	No terminal repeats	9	11	0.9438	0.0126	0	1.1726	NA	NA
lane121s003976_shovill_contig00070	10493	No terminal repeats	12	11	0.9437	0.0127	0	0.7583	NA	NA
lane122s000600_bin.4.o_k141_47183-flag_1-multi_5.0000-len_3237	3237	No terminal repeats	4	11	0.9435	0.0127	0	1.6563	NA	NA
lane122s000520_bin.1.p_NODE_75_length_13964_cov_10.477137	13964	No terminal repeats	12	11	0.9434	0.0128	0	2.9655	NA	NA
lane121s003951_bin.1.p_NODE_9_length_160734_cov_196.175504	160734	No terminal repeats	150	11	0.9434	0.0128	0	2.9374	NA	NF033135;NF033129;NF033103
lane121s003962_megahit_k141_123-flag=1-multi=8.0000-len=3431	3431	No terminal repeats	6	11	0.9433	0.0129	0	0.8412	NA	NA
lane121s003995_shovill_contig00034	30155	No terminal repeats	28	11	0.9433	0.0129	0	1.1507	NA	NA
lane121s003962_megahit_k141_889-flag=1-multi=5.0000-len=3320	3320	No terminal repeats	5	11	0.9433	0.0130	0	0.8214	NA	NA
lane121s003965_shovill_contig00060	3681	No terminal repeats	4	11	0.9428	0.0131	0	0.8185	NA	NA
lane121s003972_bin.2.s_NODE_304_length_3293_cov_2.693719	3293	No terminal repeats	6	11	0.9428	0.0131	0	0.0000	NA	NA
lane121s003972_bin.2.s_NODE_438_length_2710_cov_2.371819	2710	No terminal repeats	2	11	0.9427	0.0132	0	1.2334	NA	NA
lane121s003962_megahit_k141_1448-flag=1-multi=5.0000-len=5599	5599	No terminal repeats	6	11	0.9426	0.0132	0	0.0000	NA	NA
lane121s003962_megahit_k141_1576-flag=1-multi=6.0000-len=11864	11864	No terminal repeats	12	11	0.9424	0.0133	0	1.0784	NA	NA
lane122s000606_bin.2.s_NODE_487_length_2870_cov_1.989259	2870	No terminal repeats	6	11	0.9422	0.0134	0	2.4763	NA	NA
lane821s003044_shovill_contig00089	9488	No terminal repeats	10	11	0.9420	0.0134	0	1.7669	NA	NA
lane121s003962_megahit_k141_1551-flag=1-multi=5.0000-len=5545	5545	No terminal repeats	6	11	0.9412	0.0135	0	0.0000	NA	NA
lane121s003972_bin.2.s_NODE_346_length_3075_cov_3.470314	3075	No terminal repeats	2	11	0.9408	0.0135	0	0.0000	NA	NA
lane121s003972_bin.2.s_NODE_203_length_4026_cov_2.686756	4026	No terminal repeats	4	11	0.9401	0.0136	0	0.0000	NA	NA
lane122s000602_bin.1.o_k141_105226-flag_1-multi_5.9970-len_4104	4104	No terminal repeats	3	11	0.9400	0.0137	0	1.2030	NA	NA
lane122s000601_bin.6.o_k141_228448-flag_1-multi_4.9348-len_3331	3331	No terminal repeats	5	11	0.9392	0.0137	0	1.3270	NA	NA
lane122s000520_bin.1.p_NODE_117_length_3505_cov_5.071762	3505	No terminal repeats	5	11	0.9387	0.0138	0	0.8706	NA	NA
lane121s003972_bin.2.s_NODE_490_length_2547_cov_2.085020	2547	No terminal repeats	2	11	0.9383	0.0138	0	0.0000	NA	NA
lane122s000721_shovill_contig00016	16325	No terminal repeats	19	11	0.9382	0.0139	0	2.9681	NA	NA
lane121s003962_megahit_k141_218-flag=1-multi=6.0000-len=5613	5613	No terminal repeats	6	11	0.9381	0.0140	0	3.0274	NA	NA
lane122s000607_bin.1.p_NODE_533_length_3831_cov_1.327384	3831	No terminal repeats	6	11	0.9380	0.0140	0	1.4351	NA	NA
lane122s000602_bin.1.o_k141_711331-flag_0-multi_5.6281-len_17203	17203	No terminal repeats	16	11	0.9379	0.0141	0	1.9882	NA	NA
lane122s000605_bin.2.o_k141_104568-flag_1-multi_6.1184-len_4820	4820	No terminal repeats	7	11	0.9377	0.0142	0	0.0000	NA	NA
lane122s000602_bin.1.o_k141_674606-flag_0-multi_5.9868-len_4671	4671	No terminal repeats	6	11	0.9372	0.0142	0	0.0000	NA	NA
lane121s003962_megahit_k141_1374-flag=1-multi=9.0000-len=5077	5077	No terminal repeats	3	11	0.9372	0.0143	0	1.1380	NA	NA
lane122s000541_shovill_contig00044	6137	No terminal repeats	4	11	0.9370	0.0143	0	1.0935	NA	NA
lane121s003952_megahit_k141_168-flag=0-multi=196.7729-len=20851	20851	No terminal repeats	20	11	0.9368	0.0144	0	0.8680	NA	NA
lane121s003972_bin.2.s_NODE_95_length_5490_cov_2.414003	5490	No terminal repeats	7	11	0.9368	0.0145	0	1.4202	NA	NA
lane121s003952_megahit_k141_44-flag=0-multi=217.0194-len=26621	26621	No terminal repeats	33	11	0.9366	0.0145	0	4.4487	NA	NF000493
lane121s003979_bin.1.s_NODE_39_length_9331_cov_103.728550	9331	No terminal repeats	11	11	0.9363	0.0146	0	0.6899	NA	NF033135
lane821s003038_bin.1.o_k141_397-flag_0-multi_1389.3168-len_3920	3920	No terminal repeats	7	11	0.9363	0.0147	0	0.5014	NA	NA
lane122s000605_bin.1.o_k141_106673-flag_1-multi_37.0000-len_11001	11001	No terminal repeats	19	11	0.9356	0.0147	0	0.9764	NA	NA
lane122s000606_bin.1.o_k141_179824-flag_1-multi_4.0000-len_2670	2670	No terminal repeats	4	11	0.9355	0.0148	0	0.0000	NA	NA
lane121s003972_bin.2.s_NODE_468_length_2609_cov_2.603476	2609	No terminal repeats	3	11	0.9350	0.0148	0	0.0000	NA	NA
lane122s000606_bin.3.o_k141_460334-flag_1-multi_5.0000-len_7945	7945	No terminal repeats	12	11	0.9349	0.0149	0	1.3567	NA	NA
lane121s003972_bin.2.s_NODE_228_length_3799_cov_3.275121	3799	No terminal repeats	7	11	0.9348	0.0150	0	0.1769	NA	NA
lane122s000607_bin.1.p_NODE_753_length_3174_cov_1.481111	3174	No terminal repeats	6	11	0.9347	0.0150	1	1.1471	T_virB6	NA
lane121s003972_bin.2.s_NODE_208_length_3991_cov_2.763924	3991	No terminal repeats	5	11	0.9343	0.0151	0	0.4807	NA	NA
lane122s000606_bin.1.o_k141_407103-flag_1-multi_4.0000-len_2895	2895	No terminal repeats	8	11	0.9342	0.0152	0	0.0000	NA	NA
lane121s003968_megahit_k141_59-flag=0-multi=210.2131-len=2975	2975	No terminal repeats	3	11	0.9341	0.0152	0	0.0000	NA	NA
lane122s000520_bin.1.p_NODE_114_length_4775_cov_3.150064	4775	No terminal repeats	4	11	0.9341	0.0153	1	1.0693	NA	NA
lane122s000602_bin.1.o_k141_558010-flag_1-multi_8.6280-len_2703	2703	No terminal repeats	4	11	0.9333	0.0154	0	0.0000	NA	NA
lane121s003972_bin.2.s_NODE_44_length_6955_cov_2.858244	6955	No terminal repeats	5	11	0.9331	0.0154	0	1.1722	NA	NA
lane122s000602_bin.1.o_k141_780159-flag_1-multi_10.0000-len_3372	3372	No terminal repeats	5	11	0.9327	0.0155	1	1.3816	NA	NA
lane121s003979_bin.1.s_NODE_41_length_8417_cov_103.863309	8417	No terminal repeats	9	11	0.9321	0.0156	0	2.2076	NA	NF000402
